,label,dim_0,dim_1,layer,fold,text,iteration
1902,London,0.4697227478027344,-0.5192561149597168,average,train,What 's england 's capital,590
1903,London,30.644615173339844,14.10578727722168,output,train,What 's england 's capital,590
1904,Rouble,-3.898054599761963,4.993372917175293,average,dev,What currency is used in russia,590
1905,Rouble,-38.50469970703125,12.147699356079102,output,dev,What currency is used in russia,590
1906,Pound,0.900789201259613,5.1028900146484375,average,dev,What currency is used in england,590
1907,Pound,-3.877803325653076,-1.2499750852584839,output,dev,What currency is used in england,590
1908,Moscow,-4.343462944030762,-0.3275461196899414,average,dev,What is the capital and largest city of russia,590
1909,Moscow,-12.293139457702637,24.66288948059082,output,dev,What is the capital and largest city of russia,590
1910,London,0.45538103580474854,-0.21802890300750732,average,dev,What is the capital and largest city of england,590
1911,London,30.113473892211914,12.819580078125,output,dev,What is the capital and largest city of england,590
1912,Rouble,-3.9060235023498535,4.07377290725708,average,dev,What 's the currency in russia,590
1913,Rouble,-37.347469329833984,11.891439437866211,output,dev,What 's the currency in russia,590
1914,Pound,0.8928201198577881,4.183290004730225,average,dev,What 's the currency in england,590
1915,Pound,-2.9850945472717285,-1.3481090068817139,output,dev,What 's the currency in england,590
1916,Moscow,-4.351431846618652,-1.2471461296081543,average,dev,What 's the capital of russia,590
1917,Moscow,-9.298169136047363,25.19610023498535,output,dev,What 's the capital of russia,590
1918,London,0.4474118947982788,-1.1376289129257202,average,dev,What 's the capital of england,590
1919,London,32.21574401855469,13.450922966003418,output,dev,What 's the capital of england,590
1920,Rouble,-5.236388206481934,4.062162399291992,average,train,What is this currency of russia,600
1921,Rouble,-43.248355865478516,14.198750495910645,output,train,What is this currency of russia,600
1922,Pound,-0.43014729022979736,4.171272277832031,average,train,What is this currency of england,600
1923,Pound,-5.386035442352295,-1.0518147945404053,output,train,What is this currency of england,600
1924,Moscow,-4.780876159667969,-0.325206995010376,average,train,What is this capital of russia,600
1925,Moscow,-14.836745262145996,24.904659271240234,output,train,What is this capital of russia,600
1926,London,0.02536451816558838,-0.21609735488891602,average,train,What is this capital of england,600
1927,London,28.55036735534668,12.911986351013184,output,train,What is this capital of england,600
1928,Rouble,-4.784942626953125,3.7572855949401855,average,train,What 's russia 's currency,600
1929,Rouble,-43.18507385253906,14.341585159301758,output,train,What 's russia 's currency,600
1930,Pound,0.02129853144288063,3.8663949966430664,average,train,What 's england 's currency,600
1931,Pound,-5.208568572998047,-0.9773524403572083,output,train,What 's england 's currency,600
1932,Moscow,-4.32943058013916,-0.6300840377807617,average,train,What 's russia 's capital,600
1933,Moscow,-12.19951343536377,26.151023864746094,output,train,What 's russia 's capital,600
1934,London,0.4768103361129761,-0.5209743976593018,average,train,What 's england 's capital,600
1935,London,30.882287979125977,14.160440444946289,output,train,What 's england 's capital,600
1936,Rouble,-3.905304431915283,4.993727684020996,average,dev,What currency is used in russia,600
1937,Rouble,-38.81086349487305,12.201617240905762,output,dev,What currency is used in russia,600
1938,Pound,0.9009365439414978,5.102837085723877,average,dev,What currency is used in england,600
1939,Pound,-3.9467458724975586,-1.253700852394104,output,dev,What currency is used in england,600
1940,Moscow,-4.349693298339844,-0.3316364288330078,average,dev,What is the capital and largest city of russia,600
1941,Moscow,-12.364413261413574,24.794349670410156,output,dev,What is the capital and largest city of russia,600
1942,London,0.4565476179122925,-0.22252678871154785,average,dev,What is the capital and largest city of england,600
1943,London,30.3289737701416,12.889196395874023,output,dev,What is the capital and largest city of england,600
1944,Rouble,-3.910313129425049,4.075517654418945,average,dev,What 's the currency in russia,600
1945,Rouble,-37.6179313659668,11.935781478881836,output,dev,What 's the currency in russia,600
1946,Pound,0.895927906036377,4.184627056121826,average,dev,What 's the currency in england,600
1947,Pound,-3.032341957092285,-1.3527607917785645,output,dev,What 's the currency in england,600
1948,Moscow,-4.354701995849609,-1.2498466968536377,average,dev,What 's the capital of russia,600
1949,Moscow,-9.331032752990723,25.317569732666016,output,dev,What 's the capital of russia,600
1950,London,0.45153892040252686,-1.1407370567321777,average,dev,What 's the capital of england,600
1951,London,32.44794464111328,13.511476516723633,output,dev,What 's the capital of england,600
1952,Rouble,-5.247668266296387,4.061342239379883,average,train,What is this currency of russia,610
1953,Rouble,-43.611087799072266,14.281841278076172,output,train,What is this currency of russia,610
1954,Pound,-0.4348355531692505,4.169803619384766,average,train,What is this currency of england,610
1955,Pound,-5.469623565673828,-1.057355284690857,output,train,What is this currency of england,610
1956,Moscow,-4.7890625,-0.3296133279800415,average,train,What is this capital of russia,610
1957,Moscow,-14.945160865783691,25.040328979492188,output,train,What is this capital of russia,610
1958,London,0.023770689964294434,-0.2211517095565796,average,train,What is this capital of england,610
1959,London,28.736858367919922,12.991727828979492,output,train,What is this capital of england,610
1960,Rouble,-4.791678428649902,3.7591347694396973,average,train,What 's russia 's currency,610
1961,Rouble,-43.50761795043945,14.409706115722656,output,train,What 's russia 's currency,610
1962,Pound,0.02115410938858986,3.8675966262817383,average,train,What 's england 's currency,610
1963,Pound,-5.27641487121582,-0.9833126068115234,output,train,What 's england 's currency,610
1964,Moscow,-4.333072185516357,-0.6318206787109375,average,train,What 's russia 's capital,610
1965,Moscow,-12.267102241516113,26.269861221313477,output,train,What 's russia 's capital,610
1966,London,0.47976043820381165,-0.5233590602874756,average,train,What 's england 's capital,610
1967,London,31.091421127319336,14.22535514831543,output,train,What 's england 's capital,610
1968,Rouble,-3.913905143737793,4.9942216873168945,average,dev,What currency is used in russia,610
1969,Rouble,-39.13637161254883,12.266940116882324,output,dev,What currency is used in russia,610
1970,Pound,0.8989279270172119,5.102683067321777,average,dev,What currency is used in england,610
1971,Pound,-4.022521018981934,-1.2563879489898682,output,dev,What currency is used in england,610
1972,Moscow,-4.356539249420166,-0.33538544178009033,average,dev,What is the capital and largest city of russia,610
1973,Moscow,-12.453150749206543,24.922941207885742,output,dev,What is the capital and largest city of russia,610
1974,London,0.45629358291625977,-0.22692382335662842,average,dev,What is the capital and largest city of england,610
1975,London,30.5269718170166,12.96119499206543,output,dev,What is the capital and largest city of england,610
1976,Rouble,-3.917311668395996,4.077017784118652,average,dev,What 's the currency in russia,610
1977,Rouble,-37.91688537597656,11.994973182678223,output,dev,What 's the currency in russia,610
1978,Pound,0.895521342754364,4.185479164123535,average,dev,What 's the currency in england,610
1979,Pound,-3.091048240661621,-1.355612874031067,output,dev,What 's the currency in england,610
1980,Moscow,-4.359946250915527,-1.2525897026062012,average,dev,What 's the capital of russia,610
1981,Moscow,-9.389323234558105,25.4401798248291,output,dev,What 's the capital of russia,610
1982,London,0.4528869390487671,-1.1441280841827393,average,dev,What 's the capital of england,610
1983,London,32.65932846069336,13.577655792236328,output,dev,What 's the capital of england,610
1984,Rouble,-5.258469581604004,4.059791564941406,average,train,What is this currency of russia,620
1985,Rouble,-43.96488571166992,14.362775802612305,output,train,What is this currency of russia,620
1986,Pound,-0.43930482864379883,4.167731285095215,average,train,What is this currency of england,620
1987,Pound,-5.55100154876709,-1.0631823539733887,output,train,What is this currency of england,620
1988,Moscow,-4.796916961669922,-0.33453357219696045,average,train,What is this capital of russia,620
1989,Moscow,-15.035066604614258,25.1804141998291,output,train,What is this capital of russia,620
1990,London,0.02224743366241455,-0.2265937328338623,average,train,What is this capital of england,620
1991,London,28.926977157592773,13.073769569396973,output,train,What is this capital of england,620
1992,Rouble,-4.798388957977295,3.7605977058410645,average,train,What 's russia 's currency,620
1993,Rouble,-43.82486343383789,14.476919174194336,output,train,What 's russia 's currency,620
1994,Pound,0.020775508135557175,3.868537425994873,average,train,What 's england 's currency,620
1995,Pound,-5.345449924468994,-0.9884047508239746,output,train,What 's england 's currency,620
1996,Moscow,-4.336836814880371,-0.6337275505065918,average,train,What 's russia 's capital,620
1997,Moscow,-12.325479507446289,26.39203643798828,output,train,What 's russia 's capital,620
1998,London,0.48232775926589966,-0.5257878303527832,average,train,What 's england 's capital,620
1999,London,31.297039031982422,14.291096687316895,output,train,What 's england 's capital,620
2000,Rouble,-3.92218017578125,4.994210720062256,average,dev,What currency is used in russia,620
2001,Rouble,-39.45463943481445,12.330558776855469,output,dev,What currency is used in russia,620
2002,Pound,0.8969842195510864,5.1021504402160645,average,dev,What currency is used in england,620
2003,Pound,-4.0970892906188965,-1.2592694759368896,output,dev,What currency is used in england,620
2004,Moscow,-4.363131523132324,-0.33953607082366943,average,dev,What is the capital and largest city of russia,620
2005,Moscow,-12.526165008544922,25.05536651611328,output,dev,What is the capital and largest city of russia,620
2006,London,0.4560331106185913,-0.2315962314605713,average,dev,What is the capital and largest city of england,620
2007,London,30.72637176513672,13.034823417663574,output,dev,What is the capital and largest city of england,620
2008,Rouble,-3.92417311668396,4.078128337860107,average,dev,What 's the currency in russia,620
2009,Rouble,-38.2102165222168,12.053037643432617,output,dev,What 's the currency in russia,620
2010,Pound,0.8949914574623108,4.186068058013916,average,dev,What 's the currency in england,620
2011,Pound,-3.1494436264038086,-1.358496069908142,output,dev,What 's the currency in england,620
2012,Moscow,-4.365124225616455,-1.2556184530258179,average,dev,What 's the capital of russia,620
2013,Moscow,-9.43644905090332,25.565980911254883,output,dev,What 's the capital of russia,620
